Price,open,high,low,close,volume
Ticker,SPY,SPY,SPY,SPY,SPY
timestamp,,,,,
2020-01-02 00:00:00+00:00,323.5400085449219,324.8900146484375,322.5299987792969,324.8699951171875,59151200
2020-01-03 00:00:00+00:00,321.1600036621094,323.6400146484375,321.1000061035156,322.4100036621094,77709700
2020-01-06 00:00:00+00:00,320.489990234375,323.7300109863281,320.3599853515625,323.6400146484375,55653900
2020-01-07 00:00:00+00:00,323.0199890136719,323.5400085449219,322.239990234375,322.7300109863281,40496400
2020-01-08 00:00:00+00:00,322.94000244140625,325.7799987792969,322.6700134277344,324.45001220703125,68296000
2020-01-09 00:00:00+00:00,326.1600036621094,326.7300109863281,325.5199890136719,326.6499938964844,48473300
2020-01-10 00:00:00+00:00,327.2900085449219,327.4599914550781,325.20001220703125,325.7099914550781,53029300
2020-01-13 00:00:00+00:00,326.3900146484375,327.9599914550781,325.9200134277344,327.95001220703125,47086800
2020-01-14 00:00:00+00:00,327.4700012207031,328.6199951171875,326.8399963378906,327.45001220703125,62832800
2020-01-15 00:00:00+00:00,327.3500061035156,329.0199890136719,327.260009765625,328.19000244140625,72056600
2020-01-16 00:00:00+00:00,329.70001220703125,330.9200134277344,329.45001220703125,330.9200134277344,54050300
2020-01-17 00:00:00+00:00,331.70001220703125,332.17999267578125,330.8500061035156,331.95001220703125,95846000
2020-01-21 00:00:00+00:00,330.8999938964844,332.17999267578125,330.82000732421875,331.29998779296875,77742400
2020-01-22 00:00:00+00:00,332.239990234375,332.95001220703125,331.1700134277344,331.3399963378906,48914900
2020-01-23 00:00:00+00:00,330.6300048828125,332.1700134277344,329.4100036621094,331.7200012207031,51963000
2020-01-24 00:00:00+00:00,332.44000244140625,332.5299987792969,327.3599853515625,328.7699890136719,87578400
2020-01-27 00:00:00+00:00,323.0299987792969,325.1199951171875,322.6600036621094,323.5,84062500
2020-01-28 00:00:00+00:00,325.05999755859375,327.8500061035156,323.6000061035156,326.8900146484375,63834000
2020-01-29 00:00:00+00:00,328.3800048828125,328.6300048828125,326.3999938964844,326.6199951171875,53888900
2020-01-30 00:00:00+00:00,324.3599853515625,327.9100036621094,323.5400085449219,327.67999267578125,75491800
2020-01-31 00:00:00+00:00,327.0,327.1700134277344,320.7300109863281,321.7300109863281,113845600
2020-02-03 00:00:00+00:00,323.3500061035156,326.1600036621094,323.2200012207031,324.1199951171875,69083000
2020-02-04 00:00:00+00:00,328.07000732421875,330.010009765625,327.7200012207031,329.05999755859375,62573200
2020-02-05 00:00:00+00:00,332.2699890136719,333.0899963378906,330.6700134277344,332.8599853515625,65951100
2020-02-06 00:00:00+00:00,333.9100036621094,334.19000244140625,332.79998779296875,333.9800109863281,50359700
2020-02-07 00:00:00+00:00,332.82000732421875,333.989990234375,331.6000061035156,332.20001220703125,64139400
2020-02-10 00:00:00+00:00,331.2300109863281,334.75,331.19000244140625,334.67999267578125,42070000
2020-02-11 00:00:00+00:00,336.1600036621094,337.0199890136719,334.67999267578125,335.260009765625,54864500
2020-02-12 00:00:00+00:00,336.8299865722656,337.6499938964844,336.42999267578125,337.4200134277344,43992700
2020-02-13 00:00:00+00:00,335.8599853515625,338.1199951171875,335.55999755859375,337.05999755859375,54501900
2020-02-14 00:00:00+00:00,337.510009765625,337.7300109863281,336.20001220703125,337.6000061035156,64582200
2020-02-18 00:00:00+00:00,336.510009765625,337.6700134277344,335.2099914550781,336.7300109863281,57226200
2020-02-19 00:00:00+00:00,337.7900085449219,339.0799865722656,337.4800109863281,338.3399963378906,48814700
